iter	Passed	Remaining
405	5753	8418
406	5767	8403
407	5780	8387
408	5793	8372
409	5805	8354
410	5819	8340
411	5831	8322
412	5844	8306
413	5857	8290
414	5870	8275
415	5885	8262
416	5897	8245
417	5909	8228
418	5923	8213
419	5936	8198
420	5951	8185
421	5964	8169
422	5979	8156
423	5992	8140
424	6003	8122
425	6017	8107
426	6031	8093
427	6045	8079
428	6057	8063
429	6069	8045
430	6085	8033
431	6099	8019
432	6111	8002
433	6124	7986
434	6135	7968
435	6148	7954
436	6162	7939
437	6176	7925
438	6190	7910
439	6204	7896
440	6217	7881
441	6229	7864
442	6245	7852
443	6262	7842
444	6276	7827
445	6291	7814
446	6303	7798
447	6318	7785
448	6331	7769
449	6346	7757
450	6360	7742
451	6373	7727
452	6385	7711
453	6398	7694
454	6410	7678
455	6423	7662
456	6435	7647
457	6449	7631
458	6462	7616
459	6475	7602
460	6490	7588
461	6504	7574
462	6517	7559
463	6534	7547
464	6550	7536
465	6566	7525
466	6579	7509
467	6592	7493
468	6606	7479
469	6621	7467
470	6637	7454
471	6650	7439
472	6662	7423
473	6677	7409
474	6689	7393
475	6705	7381
476	6720	7369
477	6733	7353
478	6746	7337
479	6758	7321
480	6773	7308
481	6787	7294
482	6799	7278
483	6811	7261
484	6824	7246
485	6839	7233
486	6852	7218
487	6867	7205
488	6881	7190
489	6894	7175
490	6907	7160
491	6919	7144
492	6934	7131
493	6945	7114
494	6960	7100
495	6972	7085
496	6984	7068
497	6995	7051
498	7009	7037
499	7022	7022
500	7038	7010
501	7051	6995
502	7064	6980
503	7078	6966
504	7091	6950
505	7104	6936
506	7118	6921
507	7134	6909
508	7147	6895
509	7160	6879
510	7174	6865
511	7186	6849
512	7201	6836
513	7212	6819
514	7227	6806
515	7243	6794
516	7257	6780
517	7272	6766
518	7285	6752
519	7299	6738
520	7313	6724
521	7325	6707
522	7338	6692
523	7351	6677
524	7364	6662
525	7378	6649
526	7391	6633
527	7404	6619
528	7419	6605
529	7433	6592
530	7446	6576
531	7457	6560
532	7471	6545
533	7483	6530
534	7498	6517
535	7510	6501
536	7521	6485
537	7535	6471
538	7548	6456
539	7561	6441
540	7574	6426
541	7588	6412
542	7602	6398
543	7617	6385
544	7630	6370
545	7643	6355
546	7654	6338
547	7666	6323
548	7678	6308
549	7690	6292
550	7705	6279
551	7720	6266
552	7733	6251
553	7746	6236
554	7759	6221
555	7771	6206
556	7784	6191
557	7798	6176
558	7810	6162
559	7823	6147
560	7835	6131
561	7849	6117
562	7860	6101
563	7873	6086
564	7885	6071
565	7899	6057
566	7911	6041
567	7924	6027
568	7937	6012
569	7951	5998
570	7964	5983
571	7976	5968
572	7991	5954
573	8002	5939
574	8015	5924
575	8029	5910
576	8041	5895
577	8052	5879
578	8064	5864
579	8078	5849
580	8092	5835
581	8102	5819
582	8116	5805
583	8129	5790
584	8141	5775
585	8155	5761
586	8165	5745
587	8179	5731
588	8194	5718
589	8208	5704
590	8221	5689
591	8234	5675
592	8248	5661
593	8260	5646
594	8273	5631
595	8290	5619
596	8303	5605
597	8315	5590
598	8327	5574
599	8339	5559
600	8354	5546
601	8368	5532
602	8381	5518
603	8393	5502
604	8405	5487
605	8416	5471
606	8430	5458
607	8444	5444
608	8457	5430
609	8469	5415
610	8481	5400
611	8494	5385
612	8510	5372
613	8522	5357
614	8536	5343
615	8551	5330
616	8562	5315
617	8575	5300
618	8587	5285
619	8601	5272
620	8615	5258
621	8627	5242
622	8640	5228
623	8654	5214
624	8667	5200
625	8679	5185
626	8694	5172
627	8707	5158
628	8721	5144
629	8735	5130
630	8745	5114
631	8759	5100
632	8772	5086
633	8785	5071
634	8799	5057
635	8810	5042
636	8825	5029
637	8838	5014
638	8850	4999
639	8860	4984
640	8872	4968
641	8885	4954
642	8897	4939
643	8910	4925
644	8937	4919
645	8951	4905
646	8962	4890
647	8976	4876
648	8991	4862
649	9004	4848
650	9018	4834
651	9031	4820
652	9043	4805
653	9056	4791
654	9069	4776
655	9084	4763
656	9098	4750
657	9113	4736
658	9125	4722
659	9139	4708
660	9152	4694
661	9166	4680
662	9179	4665
663	9192	4651
664	9205	4637
665	9217	4622
666	9230	4608
667	9245	4595
668	9257	4580
669	9271	4566
670	9283	4551
671	9297	4538
672	9309	4523
673	9322	4509
674	9334	4494
675	9347	4480
676	9360	4465
677	9371	4450
678	9387	4438
679	9402	4424
680	9414	4409
681	9426	4395
682	9438	4380
683	9453	4367
684	9467	4353
685	9481	4339
686	9493	4325
687	9506	4311
688	9519	4296
689	9531	4282
690	9544	4268
691	9556	4253
692	9567	4238
693	9580	4224
694	9593	4210
695	9607	4196
696	9620	4182
697	9632	4167
698	9644	4153
699	9658	4139
700	9672	4125
701	9684	4111
702	9699	4097
703	9712	4083
704	9725	4069
705	9738	4055
706	9750	4041
707	9764	4026
708	9777	4012
709	9790	3999
710	9805	3985
711	9820	3972
712	9833	3958
713	9844	3943
714	9856	3928
715	9871	3915
716	9882	3900
717	9898	3887
718	9912	3873
719	9927	3860
720	9939	3846
721	9950	3831
722	9964	3817
723	9976	3803
724	9992	3790
725	10006	3776
726	10020	3762
727	10033	3748
728	10045	3734
729	10058	3720
730	10071	3706
731	10083	3691
732	10095	3677
733	10107	3663
734	10120	3648
735	10133	3634
736	10144	3620
737	10159	3606
738	10171	3592
739	10184	3578
740	10199	3564
741	10210	3550
742	10223	3536
743	10237	3522
744	10253	3509
745	10268	3496
746	10282	3482
747	10296	3468
748	10309	3454
749	10324	3441
750	10336	3427
751	10349	3413
752	10360	3398
753	10374	3384
754	10387	3370
755	10398	3356
756	10413	3342
757	10426	3328
758	10437	3314
759	10452	3300
760	10466	3287
761	10479	3273
762	10493	3259
763	10506	3245
764	10519	3231
765	10532	3217
766	10544	3203
767	10556	3188
768	10569	3174
769	10582	3161
770	10593	3146
771	10606	3132
772	10620	3118
773	10633	3104
774	10647	3091
775	10660	3077
776	10672	3063
777	10684	3048
778	10698	3035
779	10711	3021
780	10724	3007
781	10738	2993
782	10750	2979
783	10762	2965
784	10775	2951
785	10788	2937
786	10803	2923
787	10817	2910
788	10829	2896
789	10842	2882
790	10853	2867
791	10866	2853
792	10879	2840
793	10892	2826
794	10905	2812
795	10916	2797
796	10928	2783
797	10941	2769
798	10956	2756
799	10969	2742
800	10983	2728
801	10997	2715
802	11009	2700
803	11021	2686
804	11036	2673
805	11051	2659
806	11067	2646
807	11081	2633
808	11092	2618
809	11105	2605
810	11116	2590
811	11129	2576
812	11141	2562
813	11153	2548
814	11166	2534
815	11178	2520
816	11194	2507
817	11210	2494
818	11224	2480
819	11237	2466
820	11251	2453
821	11264	2439
822	11280	2426
823	11294	2412
824	11307	2398
825	11321	2384
826	11333	2370
827	11345	2356
828	11356	2342
829	11370	2328
830	11382	2314
831	11394	2300
832	11407	2286
833	11421	2273
834	11435	2259
835	11447	2245
836	11459	2231
837	11473	2218
838	11487	2204
839	11498	2190
840	11512	2176
841	11524	2162
842	11536	2148
843	11548	2134
844	11559	2120
845	11572	2106
846	11583	2092
847	11596	2078
848	11609	2064
849	11625	2051
850	11638	2037
851	11652	2024
852	11666	2010
853	11680	1996
854	11693	1983
855	11706	1969
856	11719	1955
857	11732	1941
858	11743	1927
859	11756	1913
860	11769	1900
861	11780	1885
862	11791	1871
863	11805	1858
864	11818	1844
865	11831	1830
866	11845	1817
867	11858	1803
868	11870	1789
869	11886	1776
870	11902	1762
871	11913	1748
872	11925	1734
873	11940	1721
874	11953	1707
875	11965	1693
876	11979	1680
877	11993	1666
878	12006	1652
879	12020	1639
880	12033	1625
881	12047	1611
882	12062	1598
883	12075	1584
884	12088	1570
885	12101	1557
886	12113	1543
887	12126	1529
888	12138	1515
889	12152	1501
890	12165	1488
891	12180	1474
892	12192	1460
893	12205	1447
894	12219	1433
895	12235	1420
896	12250	1406
897	12269	1393
898	12282	1379
899	12294	1366
900	12307	1352
901	12320	1338
902	12333	1324
903	12346	1311
904	12358	1297
905	12370	1283
906	12384	1269
907	12397	1256
908	12411	1242
909	12425	1228
910	12441	1215
911	12454	1201
912	12466	1187
913	12480	1174
914	12495	1160
915	12507	1146
916	12519	1133
917	12533	1119
918	12546	1105
919	12558	1092
920	12571	1078
921	12585	1064
922	12599	1051
923	12613	1037
924	12627	1023
925	12641	1010
926	12654	996
927	12666	982
928	12680	969
929	12693	955
930	12705	941
931	12718	927
932	12730	914
933	12744	900
934	12758	886
935	12770	873
936	12785	859
937	12796	845
938	12809	832
939	12825	818
940	12837	804
941	12850	791
942	12862	777
943	12875	763
944	12886	750
945	12901	736
946	12913	722
947	12927	709
948	12939	695
949	12950	681
950	12964	667
951	12977	654
952	12990	640
953	13003	626
954	13016	613
955	13028	599
956	13043	586
957	13056	572
958	13067	558
959	13081	545
960	13094	531
961	13108	517
962	13122	504
963	13136	490
964	13160	477
965	13172	463
966	13183	449
967	13197	436
968	13210	422
969	13223	408
970	13237	395
971	13249	381
972	13261	367
973	13275	354
974	13289	340
975	13302	327
976	13316	313
977	13328	299
978	13340	286
979	13353	272
980	13364	258
981	13378	245
982	13392	231
983	13406	217
984	13419	204
985	13430	190
986	13444	177
987	13457	163
988	13471	149
989	13483	136
990	13497	122
991	13512	108
992	13525	95
993	13537	81
994	13550	68
995	13565	54
996	13579	40
997	13593	27
998	13605	13
999	13617	0
