iter	Logloss
304	0.6659496328
305	0.6659035081
306	0.6658497028
307	0.6657985173
308	0.66574629
309	0.6657062761
310	0.6656676403
311	0.665640225
312	0.6655813451
313	0.6655223129
314	0.6654790153
315	0.6654491089
316	0.6654113231
317	0.6653555299
318	0.6653190168
319	0.6652602506
320	0.665197768
321	0.6651611344
322	0.6651239564
323	0.6650957128
324	0.6650577265
325	0.665025754
326	0.6649879361
327	0.6649345688
328	0.6648901269
329	0.6648293811
330	0.6647833484
331	0.6647449744
332	0.6647082858
333	0.6646763272
334	0.6646229849
335	0.664584579
336	0.6645472249
337	0.6645156302
338	0.6644746814
339	0.6644213814
340	0.6643794541
341	0.6643299807
342	0.6642966418
343	0.6642648265
344	0.6641977919
345	0.6641583073
346	0.6641118165
347	0.6640735258
348	0.6640392103
349	0.6640056566
350	0.6639635629
351	0.6639289411
352	0.6639047149
353	0.6638828067
354	0.663853169
355	0.663820427
356	0.6637684958
357	0.6637331454
358	0.663707385
359	0.6636532546
360	0.6636255067
361	0.6635837279
362	0.6635475639
363	0.663493392
364	0.6634592779
365	0.6634001792
366	0.6633680239
367	0.6633243036
368	0.663278554
369	0.6632440656
370	0.6632173281
371	0.6631865277
372	0.6631304253
373	0.66309071
374	0.6630331002
375	0.6629924197
376	0.6629464648
377	0.6629092098
378	0.6628366895
379	0.662772901
380	0.662728053
381	0.6626730902
382	0.6625928876
383	0.6625293305
384	0.6624857912
385	0.6624444092
386	0.6624032126
387	0.6623446384
388	0.662312854
389	0.6622877993
390	0.6622493183
391	0.6622236449
392	0.6621889624
393	0.6621338529
394	0.6620936054
395	0.662064374
396	0.6620288475
397	0.6619986247
398	0.6619372306
399	0.6619063369
400	0.6618596213
401	0.6618077835
402	0.6617465202
403	0.6617233467
404	0.6616730196
405	0.661643813
406	0.661583585
407	0.6615631046
408	0.6615053639
409	0.6614669564
410	0.66140622
411	0.6613695319
412	0.6613383089
413	0.6612945859
414	0.6612581474
415	0.6612147589
416	0.6611700992
417	0.6611429027
418	0.6611052017
419	0.6610726994
420	0.6610420906
421	0.6609943632
422	0.6609517177
423	0.6609022819
424	0.6608699791
425	0.6608129482
426	0.6607809859
427	0.6607465868
428	0.6607106435
429	0.660682387
430	0.6606499839
431	0.6605967912
432	0.6605666695
433	0.6605121395
434	0.6604810808
435	0.6604396024
436	0.6603921278
437	0.6603503663
438	0.6603231005
439	0.6602978668
440	0.660263709
441	0.6602328223
442	0.6601916802
443	0.660150273
444	0.6601112864
445	0.6600487069
446	0.6600130609
447	0.6599691522
448	0.6599406687
449	0.6599190672
450	0.6598622379
451	0.6598304992
452	0.6597934624
453	0.6597448049
454	0.6596997117
455	0.6596370269
456	0.6596002904
457	0.6595459067
458	0.6594994599
459	0.6594774
460	0.6594206076
461	0.6593738914
462	0.6593266798
463	0.659295356
464	0.6592359975
465	0.6592100706
466	0.6591847571
467	0.6591570109
468	0.6591266689
469	0.6590796796
470	0.6590477526
471	0.6590054035
472	0.6589715597
473	0.6589273977
474	0.6588937984
475	0.6588348565
476	0.6587924062
477	0.6587614571
478	0.6587263834
479	0.6586998775
480	0.6586505706
481	0.6586137324
482	0.6585811832
483	0.6585438005
484	0.658497748
485	0.6584656317
486	0.6584294243
487	0.6583583897
488	0.6583178432
489	0.6582875238
490	0.6582437659
491	0.6582158146
492	0.6581878458
493	0.6581476956
494	0.6581066228
495	0.6580819666
496	0.6580579383
497	0.6580155277
498	0.6579807182
499	0.6579487746
500	0.6579249339
501	0.6578912133
502	0.6578601457
503	0.6578160708
504	0.6577659071
505	0.6577349074
506	0.65768844
507	0.6576473147
508	0.657609366
509	0.6575571236
510	0.6575162283
511	0.6574688138
512	0.6574219896
513	0.6573905653
514	0.6573417622
515	0.6572720794
516	0.6572299627
517	0.6572002471
518	0.6571576916
519	0.6570989635
520	0.6570756316
521	0.657035485
522	0.6570007395
523	0.6569566683
524	0.6569207417
525	0.6568827619
526	0.6568597161
527	0.6567915805
528	0.656751214
529	0.6566975707
530	0.6566773733
531	0.6566485974
532	0.6566065363
533	0.6565826427
534	0.6565508597
535	0.656515095
536	0.6564842437
537	0.6564625091
538	0.6564269499
539	0.6563953466
540	0.6563707509
541	0.656329753
542	0.656288872
543	0.6562499049
544	0.6562234964
545	0.6561788273
546	0.6561541173
547	0.6561224167
548	0.6560931675
549	0.6560610952
550	0.6560341052
551	0.6560039552
552	0.655983643
553	0.6559349403
554	0.6559071172
555	0.6558867055
556	0.6558564246
557	0.6558010817
558	0.6557809043
559	0.6557629877
560	0.6557384262
561	0.6557181306
562	0.6556991157
563	0.6556747031
564	0.6556522766
565	0.6556036281
566	0.6555634589
567	0.6555307889
568	0.6554866045
569	0.6554500231
570	0.6554162479
571	0.6553911837
572	0.6553552072
573	0.6553173442
574	0.6552828111
575	0.6552292183
576	0.6551831719
577	0.6551562705
578	0.6551275715
579	0.6550785426
580	0.6550459734
581	0.6550173439
582	0.6549602861
583	0.6549146875
584	0.6548872616
585	0.654835206
586	0.654810764
587	0.6547662903
588	0.6547264852
589	0.6547045632
590	0.6546470693
591	0.6545999984
592	0.654577403
593	0.6545219568
594	0.6544800571
595	0.6544304516
596	0.6543999745
597	0.6543465316
598	0.6543251025
599	0.6542880124
600	0.6542589218
601	0.6542208891
602	0.6541917546
603	0.6541431126
604	0.6541150279
605	0.654074391
606	0.6540436624
607	0.6540041469
608	0.6539719528
609	0.6539326858
610	0.6538944139
611	0.6538534268
612	0.6538150001
613	0.653778519
614	0.6537455928
615	0.6537215932
616	0.6536860746
617	0.6536645429
618	0.6536106485
619	0.6535853735
620	0.6535439582
621	0.6535080642
622	0.6534556243
623	0.6534128853
624	0.6533680471
625	0.6533303608
626	0.6533024499
627	0.6532683553
628	0.6532281099
629	0.6531881437
630	0.6531601561
631	0.6531038508
632	0.6530794926
633	0.6530435993
634	0.6530081358
635	0.6529849383
636	0.6529516172
637	0.6529286582
638	0.6528981976
639	0.6528612909
640	0.6528352163
641	0.6528017397
642	0.6527814625
643	0.652721744
644	0.6526882914
645	0.6526474095
646	0.6526211014
647	0.6525758375
648	0.6525432779
649	0.6525058556
650	0.6524548116
651	0.6524118201
652	0.6523649027
653	0.652275486
654	0.6522449671
655	0.6522048223
656	0.6521676622
657	0.65212353
658	0.6521006785
659	0.6520625266
660	0.6520366789
661	0.6520042743
662	0.6519776695
663	0.6519256658
664	0.6518772938
665	0.6518463656
666	0.6517974193
667	0.6517660832
668	0.6517000063
669	0.6516573279
670	0.6516061189
671	0.6515827143
672	0.6515453448
673	0.6515099928
674	0.6514733792
675	0.6514265736
676	0.6513869097
677	0.6513560285
678	0.6513032876
679	0.651268578
680	0.6512242762
681	0.6511918621
682	0.6511443687
683	0.6510891027
684	0.651056229
685	0.6509737878
686	0.6509493105
687	0.6509280051
688	0.6508947043
689	0.6508614163
690	0.650780649
691	0.650749519
692	0.6507225799
693	0.6506792471
694	0.6506471367
695	0.6506076191
696	0.6505663096
697	0.6505118169
698	0.6504802273
699	0.6504401448
700	0.650403989
701	0.6503789159
702	0.6503513192
703	0.6503237383
704	0.6502875602
705	0.650225721
706	0.6501859156
707	0.6501382447
708	0.6500925238
709	0.6500635721
710	0.6500332933
711	0.6499830152
712	0.6499421229
713	0.6499127721
714	0.6498838872
715	0.6498461954
716	0.6498136928
717	0.6497598772
718	0.649731115
719	0.6496880542
720	0.6496560656
721	0.6496295572
722	0.6495931475
723	0.6495477651
724	0.6494974684
725	0.6494587131
726	0.6494133815
727	0.6493833744
728	0.6493223493
729	0.6492867965
730	0.6492596867
731	0.649231148
732	0.6492021138
733	0.6491727156
734	0.6491405895
735	0.649091474
736	0.6490636384
737	0.6490226073
738	0.6489897121
739	0.6489402135
740	0.6488917482
741	0.6488580474
742	0.6488318281
743	0.6487980854
744	0.6487634004
745	0.6487212962
746	0.6486864276
747	0.6486537006
748	0.6486163835
749	0.6485730359
750	0.6485428986
751	0.6484857847
752	0.6484126398
753	0.6483758084
754	0.6483217117
755	0.6482970598
756	0.6482703198
757	0.6482312619
758	0.6481895393
759	0.6481334723
760	0.6480930294
761	0.6480730953
762	0.6480409652
763	0.6480189394
764	0.6479789542
765	0.6479435153
766	0.6479103874
767	0.6478718427
768	0.647844723
769	0.6478056623
770	0.6477652994
771	0.6477364555
772	0.6477030671
773	0.6476618903
774	0.6476243445
775	0.6475593866
776	0.6475326506
777	0.6474984378
778	0.6474708685
779	0.64743313
780	0.6473874221
781	0.6473522603
782	0.6473072805
783	0.647285748
784	0.6472505451
785	0.6472179029
786	0.6471935947
787	0.6471446991
788	0.6471074037
789	0.6470611507
790	0.6470287998
791	0.6469944702
792	0.6469669465
793	0.6469289025
794	0.6468997842
795	0.6468312167
796	0.6468025771
797	0.6467742585
798	0.6467416475
799	0.6467161094
800	0.6466725935
801	0.646647599
802	0.6466113761
803	0.6465789717
804	0.6465130749
805	0.6464895425
806	0.6464525307
807	0.6464196732
808	0.6463906414
809	0.6463471191
810	0.6463244055
811	0.646290464
812	0.6462527646
813	0.6462206736
814	0.6461791927
815	0.6461270872
816	0.6460872959
817	0.6460615244
818	0.6460158804
819	0.6459847333
820	0.6459496199
821	0.6459127636
822	0.6458850572
823	0.6458470375
824	0.6458210619
825	0.6457817858
826	0.6457269447
827	0.6456858628
828	0.6456626901
829	0.645631595
830	0.6455994595
831	0.6455609943
832	0.645528395
833	0.6454739592
834	0.645436936
835	0.645405274
836	0.6453760476
837	0.6453502307
838	0.6453120886
839	0.645277279
840	0.6452548561
841	0.6452291723
842	0.6451924033
843	0.6451614309
844	0.6451294966
845	0.6450942324
846	0.6450576938
847	0.6450267254
848	0.6449826947
849	0.6449379752
850	0.6448921596
851	0.6448617727
852	0.6448213444
853	0.6447918859
854	0.6447506417
855	0.6447272779
856	0.6446905505
857	0.6446558164
858	0.6446212084
859	0.6445821011
860	0.6445621071
861	0.6445384705
862	0.6445108645
863	0.644482073
864	0.6444449796
865	0.6444216416
866	0.6444015075
867	0.644362412
868	0.6443326173
869	0.644287366
870	0.6442557098
871	0.6442335737
872	0.6441960275
873	0.6441637449
874	0.6441308434
875	0.6441052396
876	0.6440715009
877	0.6440356731
878	0.6440038737
879	0.643953314
880	0.6439061185
881	0.643874579
882	0.6438511241
883	0.6438026248
884	0.6437620377
885	0.6437294193
886	0.6437026502
887	0.6436734553
888	0.6436475021
889	0.6436270023
890	0.6435958366
891	0.6435633724
892	0.6435287347
893	0.6434919364
894	0.6434538389
895	0.6434111055
896	0.6433632554
897	0.6433172427
898	0.6432952265
899	0.6432687178
900	0.6432456847
901	0.6432019932
902	0.6431676924
903	0.6431414854
904	0.6431103332
905	0.6430823175
906	0.6430414369
907	0.6430140996
908	0.642978353
909	0.6429445576
910	0.6429169258
911	0.6428567933
912	0.6428163008
913	0.6427886553
914	0.6427531745
915	0.6427156533
916	0.6426930561
917	0.6426623149
918	0.6426197989
919	0.6425674163
920	0.6425151036
921	0.6424741291
922	0.6424440761
923	0.6424057152
924	0.642372803
925	0.6423405042
926	0.6423186966
927	0.6422864798
928	0.6422499897
929	0.6422236517
930	0.6422006846
931	0.6421844765
932	0.6421461467
933	0.6421080589
934	0.642081467
935	0.6420630405
936	0.6420238353
937	0.6420034075
938	0.6419469694
939	0.6419155441
940	0.6418653517
941	0.641829824
942	0.6418015563
943	0.6417545719
944	0.6417150594
945	0.6416837314
946	0.6416647647
947	0.6416352711
948	0.6416128192
949	0.6415895686
950	0.6415566328
951	0.6415232558
952	0.6414973236
953	0.6414232196
954	0.6413738794
955	0.6413477805
956	0.6413174923
957	0.6412751396
958	0.6412338177
959	0.64120116
960	0.6411754525
961	0.6411364394
962	0.6411101966
963	0.6410788977
964	0.6410426477
965	0.6410124253
966	0.6409512525
967	0.6409198847
968	0.6408900695
969	0.6408594824
970	0.6408296087
971	0.6407957823
972	0.6407714372
973	0.6407345477
974	0.6407032237
975	0.6406762007
976	0.6406509151
977	0.6406257642
978	0.6406024101
979	0.6405610932
980	0.6405308895
981	0.6405036531
982	0.6404876883
983	0.6404554497
984	0.6404290397
985	0.6404055812
986	0.6403688011
987	0.6403404564
988	0.6402880334
989	0.6402634616
990	0.6402218669
991	0.6401950794
992	0.6401688285
993	0.6401315228
994	0.6400973227
995	0.6400552428
996	0.6400151826
997	0.6399845536
998	0.6399619153
999	0.6399288296
